custName,InvcNum,DueDate,Rep1Id,CustPhone,Email,Addr1,Addr2,City,Region,PostalCode,CustFax,ShipToName,ShipToAddr1,ShipToAddr2,ShipToCity,ShipToRegion,ShipToPostalCode,ShipToContact,ShipPhone
Manna Inc.,123314-1,4/12/2024,TS,8154043232,rdelage@bfcompanies.com#mailto:rdelage@bfcompanies.com,9719 S. Franklin Drive,,Franklin,WI,53132,6305158997,"Wendy's site 11170 St. Louis, MO",3801 Gravois Rd,,St. Louis,MO,63116,Stolre Manager,
Manna Inc.,123322,2/23/2024,TS,8154043232,rdelage@bfcompanies.com#mailto:rdelage@bfcompanies.com,9719 S. Franklin Drive,,Franklin,WI,53132,6305158997,"Wendy's site 11176 St. Louis, MO",8009 W. Florrisant Ave,,St. Louis,MO,63136,Store Manager,
Manna Inc.,123322-1,2/23/2024,TS,8154043232,rdelage@bfcompanies.com#mailto:rdelage@bfcompanies.com,9719 S. Franklin Drive,,Franklin,WI,53132,6305158997,"Wendy's site 11176 St. Louis, MO",8009 W. Florrisant Ave,,St. Louis,MO,63136,Store Manager,
Manna Inc.,123378,2/16/2024,TS,8154043232,rdelage@bfcompanies.com#mailto:rdelage@bfcompanies.com,9719 S. Franklin Drive,,Franklin,WI,53132,6305158997,"Wendy's site 11121 Fairview Heights, IL",6204 N. Illinois St.,,Fairview Heights,IL,62208,,
Manna Inc.,123378-1,2/16/2024,TS,8154043232,rdelage@bfcompanies.com#mailto:rdelage@bfcompanies.com,9719 S. Franklin Drive,,Franklin,WI,53132,6305158997,"Wendy's site 11121 Fairview Heights, IL",6204 N. Illinois St.,,Fairview Heights,IL,62208,Store Manager,
Manna Inc.,99545-4,12/4/2023,TS,8154043232,rdelage@bfcompanies.com#mailto:rdelage@bfcompanies.com,9719 S. Franklin Drive,,Franklin,WI,53132,6305158997,"Wendy's Site #03823 Macomb, IL",935 West Jackson St.,,Macomb,IL,61455,Levi Hoelscher,3098377700
Meritage Hospitality Group,93572-1,1/12/2024,TS,6166089024,RChenoweth@mhgi.net#mailto:RChenoweth@mhgi.net,3310 Eagle Park Dr.,,Grand Rapids,MI,49525,,Wendy's Site #02147,4453 Southside Blvd,,Jacksonville,FL,32216,,
Meritage Hospitality Group Inc.,109893-1,11/30/2023,TS,9048813431,Fhusic@mhgi.net#mailto:Fhusic@mhgi.net,45 Ottawa Ave. SW,Suite 600,Grand Rapids,MI,49503,6167762776,Wendy's Site #11985 St. John's - FL,140 Bartram Market Drive,,St. John's,FL,32259,Store Manager,
Meritage Hospitality Group Inc.,110327-3,12/6/2023,TS,2162975887,tdavis@mhgi.net#mailto:tdavis@mhgi.net,45 Ottawa Ave. SW,Suite 600,Grand Rapids,MI,49503,6167762776,WEN #03771  Tallahassee - FL,1950 West Pensacola,,Tallahassee,FL,32304,Store Manager,8505759400
Meritage Hospitality Group Inc.,122662,12/8/2023,TS,6169888749,GTroth@mhgi.net#mailto:GTroth@mhgi.net,45 Ottawa Ave. SW,Suite 600,Grand Rapids,MI,49503,6167762776,"Wendy's Site 09046 Big Springs, TX",2311 S. Gregg St,,Big Spring,TX,79720,Store Manager,
Milano Mens Wear,123294,11/27/2023,ER,6143388331,milanomenswear@yahoo.com#mailto:milanomenswear@yahoo.com#,3764 E. Broad St.,,Columbus,OH,43213,,Milano Mens wear,3764 E. Broad St.,,Whitehall,OH,43213,,6143388331
Moore Enterprises Inc,100396-2,11/13/2023,TS,5064503778,Jpdmoore@gmail.com#mailto:Jpdmoore@gmail.com,1050 Woodstock Road,,Fredericton,,E3B7R7,,"WEN #06743 Fredericton, NB",370 Main Street,,Fredericton,NB,E3A1E5,Store Manager,5064629950
MOUNTAI001,123315,12/11/2023,TS,8018648552,tdewitt@wendysppllc.com#mailto:tdewitt@wendysppllc.com,76 West 13775 South,Suite 2,Draper,Utah,84020,,"Wendy's site 08841 Hurricane, UT",1149 W. State,,Hurricane,UT,84737,Store Manager,
MOUNTAI001,123316,12/11/2023,TS,8018648552,tdewitt@wendysppllc.com#mailto:tdewitt@wendysppllc.com,76 West 13775 South,Suite 2,Draper,Utah,84020,,"Wendy's site 05170 Beaver, UT",625 W 1400 North,,Beaver,UT,84713,Store Manager,
MOUNTAI001,123317,12/11/2023,TS,8018648552,tdewitt@wendysppllc.com#mailto:tdewitt@wendysppllc.com,76 West 13775 South,Suite 2,Draper,Utah,84020,,"Wendy's site 11018 Albert Lea, MN",2751 E. Main St,,Albert Lea,MN,56007,Store Manager,
Nuvo Packing,122709,2/2/2024,JP,6145935707,,845 Kaderly Drive,,Columbus,Ohio,43228,,Nuvo Packing,845 Kaderly Drive,,Columbus,Ohio,43228,,6145935707
Outdoor Images of Central Florida,123321-1,12/8/2023,OUTDOOR,4075380668,,3200 Valleyview Dr.,,Columbus,OH,43204,,Outdoor/Citrus Vision Clinic,3175 Grissom Parkway,,Cocoa,FL,32926,,4075380668
Pasta Per Trio Inc.,123149,11/22/2023,JS,6168139294,toms@pastapertrio.com#mailto:toms@pastapertrio.com,P.O. Box 120187,,Grand Rapids,MI,49528,,Noodles Site #8016,184 N. Adams Rd.,Space #E184,Rochester Hills,MI,48309,,
Persona,123094,11/15/2023,TS,8008439888,atschakert@personasigns.com#mailto:atschakert@personasigns.com,700 21st St SW,PO Box 210,Watertown,SD,57201,6058823521,"Sign A Rama-Chandler WEN 11191 Chandle, AZ",3144 N. Colorado St.,,Chandler,AZ,85225,Chris Gunkle,4805688902
Persona,123119,11/17/2023,TS,8008439888,atschakert@personasigns.com#mailto:atschakert@personasigns.com,700 21st St SW,PO Box 210,Watertown,SD,57201,6058823521,"Sign A Rama-Chandler WEN 02663 Gilbert, AZ",3144 N. Colorado St.,,Chandler,AZ,85225,Chris Gunkle,4805688902
"Pertoria, Inc dba Wendy's",123067,3/1/2024,TS,4198333534,rachael@petoria.com#mailto:rachael@petoria.com,236 Main St,,Luckey,OH,43443,4192873535,"Wendy's site 14194 Perrysburg, OH",10705 Fremont Pike,,Perrysburg,OH,43551,Store Manager,
"Pertoria, Inc dba Wendy's",123067-1,3/1/2024,TS,4198333534,rachael@petoria.com#mailto:rachael@petoria.com,236 Main St,,Luckey,OH,43443,4192873535,"Wendy's site 14194 Perrysburg, OH",10705 Fremont Pike,,Perrysburg,OH,43551,,
"Pertoria, Inc dba Wendy's",123067-2,3/1/2024,TS,4198333534,rachael@petoria.com#mailto:rachael@petoria.com,236 Main St,,Luckey,OH,43443,4192873535,"Wendy's site 14194 Perrysburg, OH",10705 Fremont Pike,,Perrysburg,OH,43551,,
Primary Aim LLC,114817-3,12/18/2023,TS,3043744537,John.Szpyrka@primaryaimllc.com#mailto:John.Szpyrka@primaryaimllc.com,947 Adair Ave,,Zanesville,OH,43701,7404546056,"Wendy's site 02372 Pittsburg, PA",6296 Steubenville Pike,,Pittsburgh,PA,15205,Store Manager,
Primary Aim LLC,77617-1,12/4/2023,TS,7242430206,Louis.Marinos@primaryaimllc.com#mailto:Louis.Marinos@primaryaimllc.com,947 Adair Ave,,Zanesville,OH,43701,7404546056,"Wendy's site 02344 Pittsburg, PA",2410 W. Liberty,,Pittsburgh,PA,15226,Store Manager,
Q8 Beauty Suites,123208,12/22/2023,ER,6147833136,myz33z@yahoo.com#mailto:myz33z@yahoo.com,1695 old henderson rd,,Columbus,,43220,,Q8 Beauty suites,1695 old henderson rd,,Columbus,,43220,,6147833136
QFRM 3 LLC,103482-1,11/23/2023,TS,9414790808,sherri.silvestri@qfrminc.com#mailto:sherri.silvestri@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's Site 04730 Punta Gorda, FL",9301 Knights Dr.,Hurricane Ian,Punta Gorda,FL,33950,Store Manager,
QFRM 3 LLC,105711-1,4/1/2024,TS,8137638462,Steve.Jenkins@qfrminc.com#mailto:Steve.Jenkins@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's site 05086 North Port, FL",15021 Tamiami Trail,Hurricane Ian,North Port,FL,34287,Store Manager,
QFRM 3 LLC,112688-1,11/10/2023,TS,9414790808,sherri.silvestri@qfrminc.com#mailto:sherri.silvestri@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's site 12398 Naples, FL",13030 Tamiami Trail East,,Naples,FL,34114,Store Manager,
QFRM 3 LLC,120625,4/5/2024,TS,8137638462,Steve.Jenkins@qfrminc.com#mailto:Steve.Jenkins@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's site 00334 N. Fort Myers, FL",13750 N. Cleveland Ave,Hurricane Ian,N. Fort Myers,FL,33902,Store Manager,2399799788
QFRM 3 LLC,120735,4/5/2024,TS,8137638462,Steve.Jenkins@qfrminc.com#mailto:Steve.Jenkins@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's site 01638 Fort Myers, FL",9301 Daniels Pkwy,Hurricane Ian,Fort Myers,FL,33912,Store Manager,
QFRM 3 LLC,121816,4/19/2024,TS,9414790808,sherri.silvestri@qfrminc.com#mailto:sherri.silvestri@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's site 14159 Bonita Springs, FL",28090 Quails Nest Lane,,Bonita Springs,FL,34135,Store Manager,
QFRM 3 LLC,122848,12/20/2023,TS,9414790808,sherri.silvestri@qfrminc.com#mailto:sherri.silvestri@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's site 01890 Bonita Springs, FL",28140 S Tamiami Trail,,Bonita Springs,FL,34134,Store Manager,
QFRM 3 LLC,122986,12/1/2023,TS,9414790808,sherri.silvestri@qfrminc.com#mailto:sherri.silvestri@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's site 04757 Sarasota, FL",5741 Clark Rd.,Hurrican Ian,Sarasota,FL,34233,Store Manager,
QFRM 3 LLC,99365-3,11/23/2023,TS,9414790808,sherri.silvestri@qfrminc.com#mailto:sherri.silvestri@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's site 00523 Port Charlotte, FL",3206 NW Tamiami Trail,Hurricane Ian,Port Charlotte,FL,33952,Store Manager,
QFRM 3 LLC,99365-4,12/8/2023,TS,9414790808,sherri.silvestri@qfrminc.com#mailto:sherri.silvestri@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's site 00523 Port Charlotte, FL",3206 NW Tamiami Trail,Hurricane Ian,Port Charlotte,FL,33952,,
Quality Food Restaurant Management,122756-2,12/5/2023,TS,3174914664,,6360 East 75th Street,Suite 150,Indianapolis,IN,46250,,"Wendy's site 08388 Carmel, IN",10585 N Michigan Rd,,Carmel,IN,46032,,
Quality Food Restaurant Management,123005,11/13/2023,TS,3174914664,david.bennett@qfrminc.com#mailto:david.bennett@qfrminc.com,6360 East 75th Street,Suite 150,Indianapolis,IN,46250,,"Wendy's site 10919 Indianapolis, IN",5055 W Washington St,,Indianapolis,IN,46241,Store Manager,
Quality Food Restaurant Management,123005-1,11/13/2023,TS,3174914664,,6360 East 75th Street,Suite 150,Indianapolis,IN,46250,,"Wendy's site 10919 Indianapolis, IN",5055 W Washington St,,Indianapolis,IN,46241,,
Quality Food Restaurant Management,123114,11/22/2023,TS,3174914664,david.bennett@qfrminc.com#mailto:david.bennett@qfrminc.com,6360 East 75th Street,Suite 150,Indianapolis,IN,46250,,"Wendy's site 04824 Avon, IN",5201 E US hwy 36,,Avon,IN,46123,Store Manager,
"Quality Served Fast, Inc.",122273,2/29/2024,TS,5702351653,skepic@epix.net#mailto:skepic@epix.net,10 Downs Drive,,Plains,PA,18705,5702351658,"Wendy's site 12774 Clarks Summit, PA",1101 Northern Blvd,,Clarks Summit,PA,18411,Store Manager,
Quick Serve Restaurants Ltd.,122496-1,11/16/2023,TS,9059281411,kevind@qsrwendys.com#mailto:kevind@qsrwendys.com,200 Bay Street,Suite 3204 Box 106,Toronto,ON,M5J2J1,,Wendy's Site 06652 Orangeville - ON,100 Fifth Ave,,Orangeville,ON,L9W5E8,,
Recipe Unlimited Corporation,122873,11/4/2023,JS,9057602244,ttorres@recipeunlimited.com#mailto:ttorres@recipeunlimited.com,199 Four Valley Dr,,Vaughan,ON,L4K0B8,,NEW YORK FRIES,Roosevelt Field,,Garden City,NY,,,
Recipe Unlimited Corporation,123358,11/30/2023,JS,9057602244,ttorres@recipeunlimited.com#mailto:ttorres@recipeunlimited.com,199 Four Valley Dr,,Vaughan,ON,L4K0B8,,NEW YORK FRIES,Roosevelt Field,,Garden City,NY,,,
"Rensko Holdings, LLC",123200,12/18/2023,JS,6143255411,jfrancis@renskoholdings.com#mailto:jfrancis@renskoholdings.com,294 McNair Rd,,Buffalo,NY,14221,,Tim Hortons 915750 Columbus,4451 Roberts Rd,,Columbus,OH,,,
"Rent Three High, Inc.",121677,12/1/2023,TS,8179375860,Leslie.Ohara@wendys.com#mailto:Leslie.Ohara@wendys.com,2131 Green Oak Dr.,,Kingwood,TX,77339,,"Wendy's site 02246 Conroe, TX",1109 League Line Rd.,,Conroe,TX,77303,Store Manager,
Roderick Sign Co.,118191-7,12/7/2023,TS,8162327005,scott@rodericksigns.com#mailto:scott@rodericksigns.com,1621 Frederick Ave,,St. Joseph,MO,64501,,"Roderick Sign Co. WEN 13298 St Joseph, MO",1621 Frederick Ave,,St. Joseph,MO,64501,,8162327005
ROMANELLI & HUGHES,123074,1/5/2024,ER,6148912042,johlin@rh-homes.com#mailto:johlin@rh-homes.com,148 W. Schrock Road,,Westerville,OH,43081,6148912045,Terra Alta,475 Terra Alta Dr.,,Delaware,OH,43015,,
ROMANELLI & HUGHES,123305,12/8/2023,ER,6148912042,,148 W. Schrock Road,,Westerville,OH,43081,6148912045,ROMANELLI & HUGHES_The Grove,5339 Cloverleaf Lane,,Westerville,OH,43082,,
signart,122542-1,12/7/2023,TS,3513571129,rsherlock@signartusa.com#mailto:rsherlock@signartusa.com,2170 Dodd Road,,Mendota Heights,MN,55120,,signart Wendy's site 03581 Brainerd MN,2170 Dodd Road,,Mendota Heights,MN,55120,,3513571129
Southeast Restaurant Group,116382-1,11/28/2023,TS,3524457770,gpotter@southeastrestaurantgroup.com#mailto:gpotter@southeastrestaurantgroup.com,1201 Canal St,Unit C-2,New Orleans,LA,70112,,"Wendy's Site 09993 Palm Coast, FL",440 Palm Coast Pkwy SW,,Palm Coast,FL,32137,,
Southeast Restaurant Group,123254,2/16/2024,TS,3524457770,gpotter@southeastrestaurantgroup.com#mailto:gpotter@southeastrestaurantgroup.com,1201 Canal St,Unit C-2,New Orleans,LA,70112,,"Wendy's site 14066 Williston, FL",630 W Noble Ave,,Williston,FL,32696,Store Manager,
Spark,83301-1,11/6/2023,TS,6145701132,myong.hunkins@sparkhou.com#mailto:myong.hunkins@sparkhou.com,10355 Centrepark Dr.,Suite 180,Houston,TX,77043,,"Wendy's site 00011 Dayton, OH",3420 Salem Ave,,Dayton,OH,45406,Store Manager,
SRRG Restaurants LLC,118639,1/8/2024,TS,8179375860,Leslie.Ohara@wendys.com#mailto:Leslie.Ohara@wendys.com,4201 Spring Valley Rd,STE 450,Dallas,TX,75244,,"Wendy's Site 13324 Azel, TX",700 Boyd Rd.,,Azle,TX,76020,Store Manager,
Starboard Group,114248-2,11/23/2023,TS,9546375443,ksteers@starboardwendys.com#mailto:ksteers@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"Wendy's Site 00202 Tampa, FL Hurricane Damage",8330 N Florida Ave,,Tampa,FL,33604,Store Manager,
Starboard Group,118081,12/25/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"Wendy's Site 07391 Sunrise, FL",9960 West Oakland Park Blvd,,Sunrise,FL,33351,Store Manager,
Starboard Group,118081-1,12/25/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"Wendy's Site 07391 Sunrise, FL",9960 West Oakland Park Blvd,,Sunrise,FL,33351,,
Starboard Group,118342,12/25/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,Wendy's Site 00495 Tampa - FL,1501 E. Hillsborough Ave,,Tampa,FL,33610,Store Manager,
Starboard Group,118345,12/25/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"Wendy's Site 07705 Tampa, FL",1615 West Kennedy Blvd,,Tampa,FL,33606,Store Manager,
Starboard Group,118347,12/25/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"Wendy's Site #02011 Deerfield Beach, FL",1197 S. Military Trail,,Deerfield Beach,FL,33442,,9544286111
Starboard Group,118350,12/25/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"Wendy's Site 08483 Tuscaloosa, AL",4422 Old Birmingham Hwy,,Tuscaloosa,AL,35404,Store Manager,
Starboard Group,118356,12/25/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"WEN #01741 Melbourne, FL",2650 W. New Haven Ave.,,Melbourne,FL,32904,,3217273237
Starboard Group,118366,12/25/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"WEN #08558 Cape Canaveral, FL",8440 Astronaut Blvd.,,Cape Canaveral,FL,32920,,3217848557
Starboard Group,119321-2,12/25/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"WEN #08452 Rockledge, FL",648 Barnes Blvd,,Rockledge,FL,32955,,3216335667
The Rawson Group,122701,12/1/2023,TS,6099242262,richmorgan1959@aol.com#mailto:richmorgan1959@aol.com,58 E. Main Street Suite 4,,Somerville,NJ,08876,6099240184,"North Shore Neon WEN 13472 Staten Island, NY",295 Skidmore Road,,Deer Park,NY,11729,,
"Tim Hortons dba 7860 Transit Rd., Inc.",123383,1/2/2024,JS,7168535797,bbavisoto@topsmarkets.com#mailto:bbavisoto@topsmarkets.com,460 Niagara St.,,Buffalo,NY,14201,,Tim Hortons Broadway & Bowen,Broadway & Bowen,,Lancaster,NY,,,
Van West Partners,122392,11/30/2023,ER,7206470027,laura@vanwestpartners.com#mailto:laura@vanwestpartners.com,1830 South Bannock Street,Suite 200,Denver,CO,80223,,Van West Partners,622 W Allison Rd,,Cheyenne,WY,82007,,7205133757
Van West Partners,122539,11/10/2023,ER,7206470027,laura@vanwestpartners.com#mailto:laura@vanwestpartners.com,1830 South Bannock Street,Suite 200,Denver,CO,80223,,Van West Partners,407 E Fox Farm Rd,,Cheyenne,WY,82007,,7205133757
Walmart DC6024,123211,11/12/2023,ER,6148712333,anna.gibb@walmart.com#mailto:anna.gibb@walmart.com,3880 Southwest Blvd,,Grove City,OH,43123,,Walmart DC6024,3880 Southwest Blvd,,Grove City,OH,43123,,6148712333
Wasserstrom Co.,123386,12/25/2023,TS,6147378147,,4500 E. Broad St,,Columbus,OH,43213,6142288776,Wasserstrom Co.,4500 E. Broad St,,Columbus,OH,43213,,6142286525
WEN JAI Restaurant Group,120652,1/19/2024,TS,6023273845,Mike.Crawley@wendys.com#mailto:Mike.Crawley@wendys.com,1100 Park Central Blvd S,Suite 3300,Pompano Beach,FL,33064,,Wendy's Site 08045,825 N Zaragoza Rd,,El Paso,TX,79907,Store Manager,
"Wenco of Indiana, LLC",115454-2,12/15/2023,TS,5672173734,JJackson@wenco-corp.com#mailto:JJackson@wenco-corp.com,400 Claremont Ave.,,Ashland,OH,44805,,"Wendy's Site 07587 Fort Wayne, IN",1610 Northland Blvd,,Fort Wayne,IN,46825,,
WENCO Restaurant Group,123030,12/1/2023,TS,1234567890,eddie@wennorth.com#mailto:eddie@wennorth.com,4030 NE 30th Ave.,,Lighthouse Point,FL,33064,,"Wendy's site 08963 North Palm Beach, FL",320 Northlake Blvd,,North Palm Beach,FL,33408,Store Manager,
"Wendy's International, LLC",121082,12/15/2023,TS,6154852975,clay.watkins@wendys.com#mailto:clay.watkins@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 14023 New Albany, OH",9920 Johnstown Rd.,,New Albany,OH,43054,Store Manager,
"Wendy's International, LLC",121082-1,12/15/2023,TS,6154852975,clay.watkins@wendys.com#mailto:clay.watkins@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 14023 New Albany, OH",9920 Johnstown Rd.,,New Albany,OH,43054,Store Manager,
"Wendy's International, LLC",121082-2,12/15/2023,TS,6154852975,clay.watkins@wendys.com#mailto:clay.watkins@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 14023 New Albany, OH",9920 Johnstown Rd.,,New Albany,OH,43054,Store Manager,
"Wendy's International, LLC",122425,1/12/2024,TS,6303055574,,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's Site 08445 North Miami Beach, FL",1856 N.E. Miami Gardens Dr.,,North Miami Beach,FL,33179,,
"Wendy's International, LLC",122510,12/1/2023,TS,6023273845,Mike.Crawley@wendys.com#mailto:Mike.Crawley@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 11190 Aurora, CO",15297 E. Mississippi Ave,,Aurora,CO,80012,Store Manager,
"Wendy's International, LLC",122687,12/22/2023,TS,6154852975,clay.watkins@wendys.com#mailto:clay.watkins@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 01757 New Smyrna Beach, FL",1608 S Dixie Fwy,,New Smyrna Beach,FL,32168,Store Manager,
"Wendy's International, LLC",122772,12/15/2023,TS,6154852975,clay.watkins@wendys.com#mailto:clay.watkins@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,Wendy's site 09008 Pembroke Park - FL,3950 Pembroke Rd,,Pembroke Park,FL,33021,Store Manager,
"Wendy's International, LLC",122773,11/10/2023,TS,6154852975,clay.watkins@wendys.com#mailto:clay.watkins@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 07962 Hialeah, FL",555 Hialeah Dr.,,Hialeah,FL,33010,Store Manager,
"Wendy's International, LLC",123068,4/5/2024,TS,6304293863,Mat.Knupp@wendys.com#mailto:Mat.Knupp@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 13407 Orlando, FL",11112 Dowden Rd.,,Orlando,FL,32832,Store Manager,
"Wendy's International, LLC",123301,2/2/2024,TS,5129091657,Charlene.May@wendys.com#mailto:Charlene.May@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 10557 Hollywood, FL",2550 Pine Island Rd.,,Hollywood,FL,33024,Store Manager,
"Wendy's International, LLC",123352,1/26/2024,TS,4695433557,Chioma.Okafor@wendys.com#mailto:Chioma.Okafor@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 09390 Miami, FL",9655 West Flagler,,Miami,FL,33174,Store Manager,
"Wendy's International, LLC",123354,2/2/2024,TS,6303055574,Chioma.Okafor@wendys.com#mailto:Chioma.Okafor@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,Wendy's Site 02339 Miami - FL,6720 SW 8th St.,,Miami,FL,33144,Store Manager,
"Wendy's International, LLC",90190-1,12/18/2023,TS,6303055574,Ibenia.Carbajal@wendys.com#mailto:Ibenia.Carbajal@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 08590 Wauchula, FL",1440 North US 17,,Wauchula,FL,33873,Store Manager,
Wendy's of Bloomington,122429,3/15/2024,TS,8123613430,acarter@empire4.com#mailto:acarter@empire4.com,3900 E. Industrial Dr,Suite #3,Bloomington,IN,47404,.,"Wendy's site 13701 Columbus, IN",2981 N National Rd.,,Columbus,IN,47201,Store Manager,
Wendy's of Bloomington,122429-1,3/15/2024,TS,8123613430,acarter@empire4.com#mailto:acarter@empire4.com,3900 E. Industrial Dr,Suite #3,Bloomington,IN,47404,.,"Wendy's site 13701 Columbus, IN",2981 N National Rd.,,Columbus,IN,47201,,
Wendy's of Bloomington,123255,12/8/2023,TS,6306966417,Jeff.Gylling@wendys.com#mailto:Jeff.Gylling@wendys.com,3900 E. Industrial Dr,Suite #3,Bloomington,IN,47404,.,"Wendy's site 11264 Columbus, IN",1915 W Jonathan Moore Pike,,Columbus,IN,47201,Store Manager,
Wendy's of Bloomington,123255-1,12/8/2023,TS,6306966417,,3900 E. Industrial Dr,Suite #3,Bloomington,IN,47404,.,"Wendy's site 11264 Columbus, IN",1915 W Jonathan Moore Pike,,Columbus,IN,47201,,
"Wendy's of Bloomington, Inc.",113975-3,11/29/2023,TS,8123393639,jmills@empire4.com#mailto:jmills@empire4.com,3900 Industrial Blvd. Ste 3,PO BOX 1289,Bloomington,IN,47403,,"Wendy's Site 08771 Paris, IL",15305 US-150,,Paris,IL,61944,,
"Wendy's of Bloomington, Inc.",122805,12/15/2023,TS,8123613430,acarter@empire4.com#mailto:acarter@empire4.com,3900 Industrial Blvd. Ste 3,PO BOX 1289,Bloomington,IN,47403,,"Wendy's site 13757 West Frankfort, IL",231 West Main St.,,West Frankfort,IL,62896,Store Manager,
"Wendy's of Bloomington, Inc.",122805-1,12/15/2023,TS,8123613430,acarter@empire4.com#mailto:acarter@empire4.com,3900 Industrial Blvd. Ste 3,PO BOX 1289,Bloomington,IN,47403,,"Wendy's site 13757 West Frankfort, IL",231 West Main St.,,West Frankfort,IL,62896,,
"Wendy's of Bloomington, Inc.",123373,1/5/2024,TS,8123613430,acarter@empire4.com#mailto:acarter@empire4.com,,PO BOX 1289,Bloomington,IN,47402,,"Wendy's site 08109 Spencer, IN",280 W. State Hwy 46,,Spencer,IN,47460,Store Manager,
"Wendy's of Bloomington, Inc.",123373-1,1/5/2024,TS,8123613430,acarter@empire4.com#mailto:acarter@empire4.com,,PO BOX 1289,Bloomington,IN,47402,,"Wendy's site 08109 Spencer, IN",280 W. State Hwy 46,,Spencer,IN,47460,,
"Wendy's of the Pacific, Inc.",76059-1,11/9/2023,TS,2095776690,Steve_Lopez@wendpac.com#mailto:Steve_Lopez@wendpac.com,1308 Kansas Ave. Suite 6,.,Modesto,CA,95351,2095243217,"Wendy's Site #04013 Yuba City, CA",1301 Bridge Street,,Yuba City,CA,95991,,
"Wendy's of the Pacific, Inc.",95617-1,11/22/2023,TS,6615499229,victor_serrano@wendpac.com#mailto:victor_serrano@wendpac.com,1308 Kansas Ave. Suite 6,.,Modesto,CA,95351,2095243217,Wendy's Site #08073,4650 Gosford Road,,Bakersfield,CA,93313,,6613980750
Wendy's Site 06705,123346,12/13/2023,TS,9028304819,b_delaney@ns.sympatico.ca#mailto:b_delaney@ns.sympatico.ca,6169 Quinpool Rd.,,Halifax,NS,B3L4P6,,Wendy's Site 06705,6169 Quinpool Rd.,,Halifax,NS,B3L4P6,Store Manager,9028304819
Wengaro Inc.,122012-1,11/14/2023,TS,6478690751,amin_ankit@hotmail.com#mailto:amin_ankit@hotmail.com,58 Foley Court,,Saint John,NB,E2J2S6,,"Wendy's site 06727 Saint John, NB",159 Mcallister Drive,,Saint John,NB,E2J2S6,Store Manager,
