custName,InvcNum,DueDate,Rep1Id,CustPhone,Email,Addr1,Addr2,City,Region,PostalCode,CustFax,ShipToName,ShipToAddr1,ShipToAddr2,ShipToCity,ShipToRegion,ShipToPostalCode,ShipToContact,ShipPhone
MOUNTAI001,122508,8/30/2023,TS,8018648552,tdewitt@wendysppllc.com#mailto:tdewitt@wendysppllc.com,76 West 13775 South,Suite 2,Draper,Utah,84020,,"Wendy's site 04481 Elko, NV",1980 East Idaho St,-,Elko,NV,89801,,
Muffin Holdings,122377,8/14/2023,JS,2487094863,,3331 Rochester Rd,,Troy,MI,48085,,E & R Sign Service,23100 Bordman Rd.,,Armada,MI,48005,,5867844737
Nuvo Packing,122709-svy,8/30/2023,JP,6145935707,,845 Kaderly Drive,,Columbus,Ohio,43228,,Nuvo Packing,845 Kaderly Drive,,Columbus,Ohio,43228,,6145935707
Outdoor Images of Central Florida,122637,9/1/2023,OUTDOOR,4075380668,tom@outdoorimagesinc.net#mailto:tom@outdoorimagesinc.net,3200 Valleyview Dr.,,Columbus,OH,43204,,Outdoor/Florida Coast Equipment,3175 Grissom Parkway,,Cocoa,FL,32926,TOM BRADFORD,4075380668
Park Inland Restaurants (Westbank) Ltd,122590,9/22/2023,TS,7805392198,Kenpark63@gmail.com#mailto:Kenpark63@gmail.com,1570 Balfour Avenue,,Vancouver,BC,V6J2T9,,"Wendy's site 06517 Kelowna, BC",2070 Harvey Ave.,,Kelowna,BC,V1Y8J8,Store Manager,
Persona,110866,9/12/2023,TS,8008439888,atschakert@personasigns.com#mailto:atschakert@personasigns.com,700 21st St SW,PO Box 210,Watertown,SD,57201,6058823521,"Palo Verde Signs WEN 02991 Tucson, AZ",3302 S. Palo Verde,,Tucson,AZ,85713,Mark Shomo,5208844322
Persona,119413-3,8/4/2023,TS,8008439888,,700 21st St SW,PO Box 210,Watertown,SD,57201,6058823521,"Palo Verde Signs WEN 02926 Sierra Vista, AZ",3302 S. Palo Verde,,Tucson,AZ,85713,,5208844322
Persona,122521,11/3/2023,TS,8008439888,atschakert@personasigns.com#mailto:atschakert@personasigns.com,700 21st St SW,PO Box 210,Watertown,SD,57201,6058823521,"Royal Sign WEN 01363 Mesa, AZ",2631 N. 31st Ave.,,Phoenix,AZ,85009,Jack A.,6022786286
Persona,122522,10/5/2023,TS,8008439888,atschakert@personasigns.com#mailto:atschakert@personasigns.com,700 21st St SW,PO Box 210,Watertown,SD,57201,6058823521,"Palo Verde Signs WEN 10819 Tucson, AZ",3302 S. Palo Verde,,Tucson,AZ,85713,Mark Shomo,5208844322
Persona,122644,9/15/2023,TS,8008439888,atschakert@personasigns.com#mailto:atschakert@personasigns.com,700 21st St SW,PO Box 210,Watertown,SD,57201,6058823521,"Royal Sign WEN 13426 Phoenix, AZ",2631 N. 31st Ave.,,Phoenix,AZ,85009,Jack Alvord,6022786286
Persona,122644-1,11/14/2023,TS,8008439888,atschakert@personasigns.com#mailto:atschakert@personasigns.com,700 21st St SW,PO Box 210,Watertown,SD,57201,6058823521,"Royal Sign WEN 13426 Phoenix, AZ",2631 N. 31st Ave.,,Phoenix,AZ,85009,Jack Alvord,6022786286
Prairie Township Road Department,122716,9/20/2023,ER,6148783316,davidmcaninch@prairietownship.org#mailto:davidmcaninch@prairietownship.org,6725 Alkire Road,,Galloway,OH,43119,,Prairie Township Road Department,6725 Alkire Road,,Galloway,OH,43119,,6148783316
Primary Aim LLC,98158-3,9/4/2023,TS,3043744537,John.Szpyrka@primaryaimllc.com#mailto:John.Szpyrka@primaryaimllc.com,947 Adair Ave,,Zanesville,OH,43701,7404546056,"Wendy's site 02367 Pittsburg, PA",891 Freeport Rd.,,Pittsburgh,PA,15238,,
QFRM 3 LLC,119456,9/22/2023,TS,8137638462,Steve.Jenkins@qfrminc.com#mailto:Steve.Jenkins@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's Site 08565 Estero, FL",8661 Commons Way,,Estero,FL,33928,Store Manager,
QFRM 3 LLC,121816,12/8/2023,TS,9414790808,sherri.silvestri@qfrminc.com#mailto:sherri.silvestri@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's site 14159 Bonita Springs, FL",28090 Quails Nest Lane,,Bonita Springs,FL,34135,Store Manager,
QFRM 3 LLC,121819,9/29/2023,TS,9414790808,sherri.silvestri@qfrminc.com#mailto:sherri.silvestri@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's site 14047 Osprey, FL",13140 S Tamiami Trail,,Osprey,FL,34229,Store Manager,
QFRM 3 LLC,121826,12/1/2023,TS,9414790808,sherri.silvestri@qfrminc.com#mailto:sherri.silvestri@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's site 13281 Ft. Myers, FL",16991 Three Oaks Market Place,,Ft. Myers,FL,33912,Store Manager,
QFRM 3 LLC,122199,8/31/2023,TS,8137638462,Steve.Jenkins@qfrminc.com#mailto:Steve.Jenkins@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,Wendy's Site 09167 Port Charlotte - FL,13417 South McCall Road,Hurricane Ian,Port Charlotte,FL,33981,Store Manager,
QFRM 3 LLC,99365-4,8/11/2023,TS,9414790808,sherri.silvestri@qfrminc.com#mailto:sherri.silvestri@qfrminc.com,524 Carnation Drive,,Winter Park,FL,32792,,"Wendy's site 00523 Port Charlotte, FL",3206 NW Tamiami Trail,Hurricane Ian,Port Charlotte,FL,33952,,
Quality Burgers Restaurants Ltd.,121572,10/5/2023,TS,4165530673,Keyur_40@yahoo.co.in#mailto:Keyur_40@yahoo.co.in,1709-59A Avenue Close,,Lloydminster,AB,T9V4P5,,"Wendy's site 06111 Wasaga Beach, ON",1274 Mosley Street,,Wasaga Beach,ON,L9Z2E2,Store Manager,
"Quality Served Fast, Inc.",122273,10/6/2023,TS,5702351653,skepic@epix.net#mailto:skepic@epix.net,10 Downs Drive,,Plains,PA,18705,5702351658,"Wendy's site 12774 Clarks Summit, PA",1101 Northern Blvd,,Clarks Summit,PA,18411,Store Manager,
Quick Serve Restaurants Ltd.,122496,8/28/2023,TS,9059281411,kevind@qsrwendys.com#mailto:kevind@qsrwendys.com,200 Bay Street,Suite 3204 Box 106,Toronto,ON,M5J2J1,,Wendy's Site 06652 Orangeville - ON,100 Fifth Ave,,Orangeville,ON,L9W5E8,Store Manager,
Quick Serve Restaurants Ltd.,122497,8/28/2023,TS,9059281411,kevind@qsrwendys.com#mailto:kevind@qsrwendys.com,200 Bay Street,Suite 3204 Box 106,Toronto,ON,M5J2J1,,Wendy' 06457,389 Great Northern Rd,,Sault St Marie,on,P6B4Z8,,
Realistar,122678,8/25/2023,ONLINE,9373969320,nicole.gay@realistar.com,252 S Main St,-,CENTERVILLE,Ohio,45458,,- Nicole Gay,252 S Main St,-,CENTERVILLE,OH,45458,,
Recipe Unlimited Corporation,122655,9/12/2023,JS,9057602244,ttorres@recipeunlimited.com#mailto:ttorres@recipeunlimited.com,199 Four Valley Dr,,Vaughan,ON,L4K0B8,,NEW YORK FRIES Roosevelt Field 3452,630 Old Country Rd,,Garden City,NY,11530,,9057602244
"Rensko Holdings, LLC",122094,8/3/2023,JS,6143255411,jfrancis@renskoholdings.com#mailto:jfrancis@renskoholdings.com,294 McNair Rd,,Buffalo,NY,14221,,TH#5648 Georgesville Rd.,790 Georgesville Rd.,,Columbus,OH,,,
"Rensko Holdings, LLC",122504,8/29/2023,JS,6143255411,jfrancis@renskoholdings.com#mailto:jfrancis@renskoholdings.com,294 McNair Rd,,Buffalo,NY,14221,,Tim Hortons 914870,60 N. Wilson Rd,,Columbus,OH,43204,Jen Francis,
"Restaurant Holdings, LLC",120019,9/1/2023,TS,6166089024,RChenoweth@mhgi.net#mailto:RChenoweth@mhgi.net,45 Ottawa Ave. SW,Suite 600,Grand Rapids,MI,49503,,"Taco John's 5005 Kettering, OH",4045 Wilmington Pike,,Kettering,OH,45440,Store Manager,
"Restaurant Holdings, LLC",121396-1,8/18/2023,TS,6166089024,RChenoweth@mhgi.net#mailto:RChenoweth@mhgi.net,45 Ottawa Ave. SW,Suite 600,Grand Rapids,MI,49503,,"Taco John's Cadillac, MI",1770 N. Mitchell St.,,Cadillac,MI,49601,Store Manager,
ROMANELLI & HUGHES,122689,9/20/2023,ER,6145964165,Bdauer@rh-homes.com#mailto:Bdauer@rh-homes.com,148 W. Schrock Road,,Westerville,OH,43081,6148912045,Briarfield,5905 Stratton PL,,Black Lick,OH,43004,,
S & S Sign Service,122396,8/16/2023,TS,6142799722,RobertSS_sign_service@yahoo.com#mailto:RobertSS_sign_service@yahoo.com,485 Ternstedt Lane,,Columbus,OH,43228,,S & S Sign Service,485 Ternstedt Lane,,Columbus,OH,43228,,6142799722
Salz Group,122337,8/8/2023,TS,2126191222,aleon@salzgroup.com#mailto:aleon@salzgroup.com,50 Pine Street,Main Floor C-1,New York,NY,10005,,"Wendy's site 14058 Long Island City, NY",40-9 21st St,,Long Island City,NY,11101,Store Manager,
Sinkula Investments DBA Wendy's,122370,8/18/2023,TS,8594142358,laston@sinkula.com#mailto:laston@sinkula.com,3005 Dixie Hwy,Suite 150,Edgewood,KY,41017,,"Wendy's site 14149 Hebron, KY",3087 Terminal Dr.,Terminal B Space C114-C115,Hebron,KY,41048,Store Manager,
Sinkula Investments DBA Wendy's,122727,9/20/2023,TS,5134039234,jnienaber@sinkula.com#mailto:jnienaber@sinkula.com,3005 Dixie Hwy,Suite 150,Edgewood,KY,41017,,Sinkula Investments DBA Wendy's,3005 Dixie Hwy,Suite 150,Edgewood,KY,41017,,5134039234
Sorathia Holdings Inc.,120909,10/6/2023,TS,4036809557,hsorathia.wendys@gmail.com#mailto:hsorathia.wendys@gmail.com,3 Banded Peak Place,,Calgary,AB,T3Z3L5,,"Wendy's site 06815 Calgary, AB",8435 Bowfort Rd NW,,Calgary,AB,T3B2V2,Store Manager,
Southeast Restaurant Group,114757-1,8/18/2023,TS,3524457770,gpotter@southeastrestaurantgroup.com#mailto:gpotter@southeastrestaurantgroup.com,1201 Canal St,Unit C-2,New Orleans,LA,70112,,"Wendy's Site 04528 Palm Coast, FL",1 Old King Rd N,,Palm Coast,FL,32137,Store Manager,
Southeast Restaurant Group,116964-3,9/13/2023,TS,3524457770,gpotter@southeastrestaurantgroup.com#mailto:gpotter@southeastrestaurantgroup.com,1201 Canal St,Unit C-2,New Orleans,LA,70112,,"Wendy's Site 11329 Bunnell, FL",2570 Commerce Pkwy,,Bunnell,FL,32110,,
Southeast Restaurant Group,122457,8/17/2023,TS,3524457770,gpotter@southeastrestaurantgroup.com#mailto:gpotter@southeastrestaurantgroup.com,1201 Canal St,Unit C-2,New Orleans,LA,70112,,Wendy's 01769 Palatka FL,1824 Reid St,,Palatka,FL,32177,,
Southeast Restaurant Group,122653,9/13/2023,TS,3524457770,gpotter@southeastrestaurantgroup.com#mailto:gpotter@southeastrestaurantgroup.com,1201 Canal St,Unit C-2,New Orleans,LA,70112,,"Wendy's site 08868 Belleview, FL",10410 US-441,,Belleview,FL,34420,Store Manager,
Southeast Restaurant Group,122738,10/6/2023,TS,3524457770,gpotter@southeastrestaurantgroup.com#mailto:gpotter@southeastrestaurantgroup.com,1201 Canal St,Unit C-2,New Orleans,LA,70112,,"Wendy's site 13891 Lesburg, FL",US-27 N,,Leesburg,FL,34748,Store Manager,
SRRG Restaurants LLC,118639,12/8/2023,TS,8179375860,Leslie.Ohara@wendys.com#mailto:Leslie.Ohara@wendys.com,4201 Spring Valley Rd,STE 450,Dallas,TX,75244,,"Wendy's Site 13324 Azel, TX",700 Boyd Rd.,,Azle,TX,76020,Store Manager,
Star Pita,122658,9/4/2023,ER,6142185216,armandsollaku@yahoo.com#mailto:armandsollaku@yahoo.com,1471 S. High St.,,Columbus,OH,,,Star Pita,1471 S. High St.,,Columbus,OH,,,6142185216
Star Pita,122658-SVY,8/21/2023,ER,6142185216,,1471 S. High St.,,Columbus,OH,,,Star Pita,1471 S. High St.,,Columbus,OH,,,6142185216
Starboard Group,118081,11/10/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"Wendy's Site 07391 Sunrise, FL",9960 West Oakland Park Blvd,,Sunrise,FL,33351,Store Manager,
Starboard Group,118081-1,11/10/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"Wendy's Site 07391 Sunrise, FL",9960 West Oakland Park Blvd,,Sunrise,FL,33351,,
Starboard Group,118342,10/13/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,Wendy's Site 00495 Tampa - FL,1501 E. Hillsborough Ave,,Tampa,FL,33610,Store Manager,
Starboard Group,118345,10/27/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"Wendy's Site 07705 Tampa, FL",1615 West Kennedy Blvd,,Tampa,FL,33606,Store Manager,
Starboard Group,118347,10/20/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"Wendy's Site #02011 Deerfield Beach, FL",1197 S. Military Trail,,Deerfield Beach,FL,33442,,9544286111
Starboard Group,118350,10/6/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"Wendy's Site 08483 Tuscaloosa, AL",4422 Old Birmingham Hwy,,Tuscaloosa,AL,35404,Store Manager,
Starboard Group,118356,11/3/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"WEN #01741 Melbourne, FL",2650 W. New Haven Ave.,,Melbourne,FL,32904,,3217273237
Starboard Group,118366,11/10/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"WEN #08558 Cape Canaveral, FL",8440 Astronaut Blvd.,,Cape Canaveral,FL,32920,,3217848557
Starboard Group,119321-2,10/6/2023,TS,6106358894,iharrison@starboardwendys.com#mailto:iharrison@starboardwendys.com,12540 West Atlantic Blvd.,,Coral Springs,FL,33071,9542552299,"WEN #08452 Rockledge, FL",648 Barnes Blvd,,Rockledge,FL,32955,,3216335667
"TH#4692 Troy, MI",118280,8/7/2023,JS,2487094863,John_mara@timzone.com#mailto:John_mara@timzone.com#,1905 E. Maple,,Troy,MI,48083,,E & R Sign Service,23100 Bordman Rd.,,Armada,MI,48005,,5867844737
The Rawson Group,122701,12/1/2023,TS,6099242262,richmorgan1959@aol.com#mailto:richmorgan1959@aol.com,58 E. Main Street Suite 4,,Somerville,NJ,08876,6099240184,"North Shore Neon WEN 13472 Staten Island, NY",295 Skidmore Road,,Deer Park,NY,11729,,
Tim Hortons #913665,121868-WAR,8/30/2023,JS,,,299 Main St.,,Madawaska,ME,04756,,Tim Hortons #913665,299 Main St.,,Madawaska,ME,04756,,
Toot N Totum,119717,10/6/2023,TS,6308868599,Mat.Knupp@wendys.com#mailto:Mat.Knupp@wendys.com,1115 South Taylor,,Amarillo,TX,79101,,"Wendy's Site 13530 Lubbock, TX",7012 Zenith Ave,,Lubbock,TX,79404,Store Manager,
Toot N Totum,119717-1,10/6/2023,TS,6308868599,Mat.Knupp@wendys.com#mailto:Mat.Knupp@wendys.com,1115 South Taylor,,Amarillo,TX,79101,,"Wendy's Site 13530 Lubbock, TX",7012 Zenith Ave,,Lubbock,TX,79404,,
Toot N Totum,119901-3,9/6/2023,TS,6308868599,Mat.Knupp@wendys.com#mailto:Mat.Knupp@wendys.com,1115 South Taylor,,Amarillo,TX,79101,,"Wendy's site 13575 Lamesa, TX",2301 Lubbock Highway,,Lamesa,TX,79331,Chris Moncivais,8063741050
Triple t tree care,122720,8/30/2023,ONLINE,4125262028,Burbrich412@gmail.com,505 Locust St,-,Leechburg,Pennsylvan,15656,,- Chris Barna,505 Locust St,-,Leechburg,PA,15656,,
T-Roy Enterprises Ltd.,118198-1,8/21/2023,TS,9025654444,wilsontroy@hotmail.com#mailto:wilsontroy@hotmail.com,197 Charlotte St,,Sydney,NS,B1P1C4,,Wendy's Site 06744 North Sydney,106 King St,,North Sydney,NS,B2A3S5,,9025654444
Ulrich Sign Company,122416,8/18/2023,JS,7164340167,,177 Oakhurst St,.,Lockport,NY,14094,7164340226,Ulrich Sign Company,177 Oakhurst St,,Lockport,NY,14094,,7164340167
Ulrich Sign Company,122456,8/23/2023,JS,7164340167,patricel@ulrichsigns.com#mailto:patricel@ulrichsigns.com,177 Oakhurst St,.,Lockport,NY,14094,7164340226,Tim Hortons 10974 Depew,4849 Transit Rd,,Depew,NY,,,
Van West Partners,119999-2,8/25/2023,ER,7206470027,,1830 South Bannock Street,Suite 200,Denver,CO,80223,,Van West Partners,3150 E. Reno Ave,,Oklahoma City,OK,73117,Daniel Nunez,4055542469
Van West Partners,121835,9/1/2023,ER,7206470027,laura@vanwestpartners.com#mailto:laura@vanwestpartners.com,1830 South Bannock Street,Suite 200,Denver,CO,80223,,ClearHome/Eloquent Signs - Fort Walton,80 S. Geronimo St Unit 2,,Miramar Beach,FL,32550,Breana Willimason,8504602425
Walmart DC6024,122438,9/27/2023,JD,6148712333,anna.gibb@walmart.com#mailto:anna.gibb@walmart.com,3880 Southwest Blvd,,Grove City,OH,43123,,Walmart DC6024,3880 Southwest Blvd,,Grove City,OH,43123,Anna Gibb,6148712333
We Love Tacos LLC,120019-1,9/1/2023,TS,6166089024,RChenoweth@mhgi.net#mailto:RChenoweth@mhgi.net,45 Ottawa Ave SW,Suite 600,Grand Rapids,MI,49503,,"Taco John's 5005 Kettering, OH",4045 Wilmington Pike,,Kettering,OH,45440,Store Manager,
We Love Tacos LLC,121396,8/18/2023,TS,6166089024,RChenoweth@mhgi.net#mailto:RChenoweth@mhgi.net,45 Ottawa Ave SW,Suite 600,Grand Rapids,MI,49503,,"Taco John's Cadillac, MI",1770 N. Mitchell St.,,Cadillac,MI,49601,Store Manager,
WEN JAI Restaurant Group,120652,10/6/2023,TS,6023273845,Mike.Crawley@wendys.com#mailto:Mike.Crawley@wendys.com,1100 Park Central Blvd S,Suite 3300,Pompano Beach,FL,33064,,Wendy's Site 08045,825 N Zaragoza Rd,,El Paso,TX,79907,Store Manager,
WENDBERTA ULC,121715,10/13/2023,TS,7809829841,amynh@rom27.com#mailto:amynh@rom27.com,10195 34th Avenue,,Edmonton,AB,T6E6J8,,"Wendy's site 06159 Edmonton, AB",122 Edgemont Road,,Edmonton,AB,T6M 3A9,Store Manager,
WENDBERTA ULC,122618,10/3/2023,TS,4165530673,jhoana.solano@wendys.com#mailto:jhoana.solano@wendys.com,10195 34th Avenue,,Edmonton,AB,T6E6J8,,"Wendy's site 06871 Calgary, AB",4307 130TH AVENUE S.E.,,CALGARY,AB,T2Z3V8,,
WENDBERTA ULC,122684,9/21/2023,TS,7809829841,amynh@rom27.com#mailto:amynh@rom27.com,10195 34th Avenue,,Edmonton,AB,T6E6J8,,"Wendy's site 06884 Calgary, AB",4605 25th St S.E.,,Calgary,AB,T2B3R9,Store Manager,
WENDY001,122570,9/5/2023,TS,6147648457,ibenia.carbajal@wendys.com,One Dave Thomas Blvd,PO Box 256,Dublin,Ohio,43017,,Wendy001 Wendy s 04823,4201 13th St,-,Saint Cloud,FL,34769,,
"Wendy's International, LLC",106136-4,8/18/2023,TS,6147643036,Jay.Kelly@wendys.com#mailto:Jay.Kelly@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 02288 Fall River, MA",35 Mariano Bishop Blvd.,,Fall River,MA,02721,Store Manager,
"Wendy's International, LLC",121082,9/8/2023,TS,6154852975,clay.watkins@wendys.com#mailto:clay.watkins@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 14023 New Albany, OH",9920 Johnstown Rd.,,New Albany,OH,43054,Store Manager,
"Wendy's International, LLC",121082-1,9/8/2023,TS,6154852975,clay.watkins@wendys.com#mailto:clay.watkins@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 14023 New Albany, OH",9920 Johnstown Rd.,,New Albany,OH,43054,Store Manager,
"Wendy's International, LLC",121082-2,9/8/2023,TS,6154852975,clay.watkins@wendys.com#mailto:clay.watkins@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 14023 New Albany, OH",9920 Johnstown Rd.,,New Albany,OH,43054,Store Manager,
"Wendy's International, LLC",121204,8/4/2023,TS,6303055574,jeff_gylling@wendys.com#mailto:jeff_gylling@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,Wendy's Site 13352 Crystal Lake - IL,5501 Northwest Hwy,,Crystal Lake,IL,60014,Store Manager,
"Wendy's International, LLC",121204-1,8/4/2023,TS,6303055574,,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's Site 13352 Crystal Lake, IL",5505 Northwest Hwy,,Crystal Lake,IL,60014,,
"Wendy's International, LLC",122323,8/18/2023,TS,5627603462,John.PuenteJr@wendys.com#mailto:John.PuenteJr@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 09435 South Attleboro, MA",630 Washington St,,South Attleboro,MA,02703,Store Manager,
"Wendy's International, LLC",122405,10/6/2023,TS,5129091657,Charlene.May@wendys.com#mailto:Charlene.May@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 01932 Fort Lauderdale, FL",2801 Davie Blvd,,Fort Lauderdale,FL,33312,Store Manager,
"Wendy's International, LLC",122510,12/1/2023,TS,6023273845,Mike.Crawley@wendys.com#mailto:Mike.Crawley@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 11190 Aurora, CO",15297 E. Mississippi Ave,,Aurora,CO,80012,Store Manager,
"Wendy's International, LLC",122687,10/13/2023,TS,6154852975,clay.watkins@wendys.com#mailto:clay.watkins@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,"Wendy's site 01757 New Smyrna Beach, FL",1608 S Dixie Fwy,,New Smyrna Beach,FL,32168,Store Manager,
"Wendy's International, LLC",84865-1,8/24/2023,TS,8133713376,Scott.Brady@wendys.com#mailto:Scott.Brady@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,Wendy's 10529 Ococee FL,10674 W Colonial Dr,,Ococee,FL,34761,,
"Wendy's International, LLC",89507-1,8/23/2023,TS,6147643036,Jay.Kelly@wendys.com#mailto:Jay.Kelly@wendys.com,One Dave Thomas Blvd.,PO Box 256,Dublin,OH,43017,,Wendy's 08624 Providence RI,391 Charles St.,,Providence,RI,02904,,
Wendy's of Bloomington,121156-2,9/6/2023,TS,6306966417,Jeff.Gylling@wendys.com#mailto:Jeff.Gylling@wendys.com,3900 E. Industrial Dr,Suite #3,Bloomington,IN,47404,.,"Wendy's site 13648 West City, IL",120 N Central St.,,West City,IL,62812,Store Manager,
Wendy's of Bloomington,122429,12/1/2023,TS,8123613430,acarter@empire4.com#mailto:acarter@empire4.com,3900 E. Industrial Dr,Suite #3,Bloomington,IN,47404,.,"Wendy's site 13701 Columbus, IN",2981 N National Rd.,,Columbus,IN,47201,Store Manager,
Wendy's of Bloomington,122429-1,12/1/2023,TS,8123613430,acarter@empire4.com#mailto:acarter@empire4.com,3900 E. Industrial Dr,Suite #3,Bloomington,IN,47404,.,"Wendy's site 13701 Columbus, IN",2981 N National Rd.,,Columbus,IN,47201,,
Wendy's of Bowling Green Inc.,109448-1,9/7/2023,TS,8593549224,awoody@wenbg.com#mailto:awoody@wenbg.com,2501 Crossings Blvd.,Suite 300,Bowling Green,KY,42104,2707825919,"JR Woody WEN 09604 Lexington, KY",113 Hawks Nest Dr,,Lancaster,KY,40444,JR Woody,8593549224
Wendy's of Bowling Green Inc.,122630,8/28/2023,TS,8593549224,awoody@wenbg.com#mailto:awoody@wenbg.com,2501 Crossings Blvd.,Suite 300,Bowling Green,KY,42104,2707825919,JR Woody,113 Hawks Nest Dr,,Lancaster,KY,40444,JR Woody,8593549224
"Wendy's of the Pacific, Inc.",117613-4,8/24/2023,TS,2095776690,Steve_Lopez@wendpac.com#mailto:Steve_Lopez@wendpac.com,1308 Kansas Ave.,Suite 6,Modesto,CA,95351,2095243217,"Wendy's Site 07534 Reno, NV",4997 Longley Lane,,Reno,NV,89502,,
"Wendy's of the Pacific, Inc.",121897,9/5/2023,TS,2095776690,Steve_Lopez@wendpac.com#mailto:Steve_Lopez@wendpac.com,1308 Kansas Ave.,Suite 6,Modesto,CA,95351,2095243217,"Wendy's Store #09657 Dixon, CA",125 E. Dorset Dr.,,Dixon,CA,95620,Store manager,707-678-7248
Wendy's of Western Virginia,122698,9/22/2023,TS,5407749521,scottq@wowv.net#mailto:scottq@wowv.net,5010 Cell Tower Drive,Suite 206,Roanoke,VA,24018,5409890526,"Wendy's site 07892 Salem, VA",2103 Apperson Dr.,,Salem,VA,24153,Store Manager,
"Wendy's Restaurants of Canada, Inc.",122095,11/10/2023,TS,9053374607,jhoana_solano@wendys.com#mailto:jhoana_solano@wendys.com,240 Wycroft Road,,Oakville,ON,L6K2G7,9058495545,"Wendy's site 06195 Thetford Mines, QC",112 Boulevard Frontenac Ouest,,Thetford Mines,QC,G6G6N7,Store Manager,
WENDYSO002,122468,8/23/2023,TS,5738727473,leder@mhgi.net,45 Ottawa Ave SW,Suite 600,Grand Rapids,Michigan,49503,,"Wendy's site 08874 Smyrna, GA",2380 South Cobb Dr.,-,Smyrna,GA,30080,,
WENDYSO002,122511,8/30/2023,TS,9047601655,joelhahnenberg@aol.com,2380 South Cobb Dr.,Suite 600,Smyrna,Georgia,30080,,"Wendy s 01763 Jacksonville, FL",1616 University Blvd. S.,-,Jacksonville,FL,32216,,
WENDYSO002,122664,9/14/2023,TS,4047899842,SJones1@mhgi.net#mailto:SJones1@mhgi.net,45 Ottawa Ave SW,Suite 600,Grand Rapids,Michigan,49503,,WENDYSO002 Wendy s 05596,1777 Rockquarry Rd,-,Stockbridge,GA,30281,,
"Wentex Foods, LLC",121432,9/15/2023,TS,4792165524,brittany.brown@wentexfoods.com#mailto:brittany.brown@wentexfoods.com,5312 W. 9th St.,Suite 120,Greeley,CO,80634,,"Wendy's site 14048 Broken Bow, OK",200 South Park Dr,,Broken Bow,OK,74728,Store Manager,
"Wentex Foods, LLC",122423,11/3/2023,TS,4792165524,brittany.brown@wentexfoods.com#mailto:brittany.brown@wentexfoods.com,5312 W. 9th St.,Suite 120,Greeley,CO,80634,,"Wendy's site 13465 Van, TX",133 FM 314 Ste 100,,Van,TX,75790,Store Manager,
WENZAKI002,122461,8/23/2023,TS,6302363982,lisa@wenzak.com,424 Fort Hill Dr,#142,Naperville,Illinois,60540,,"Wendy's Site 08656 Springfield, IL",2901 Lindbergh Blvd,-,Springfield,IL,62704,,
WENZAKI002,122473,8/25/2023,TS,6302363982,lisa@wenzak.com,424 Fort Hill Dr,#142,Naperville,Illinois,60540,,"Wendy s site 03409 Taylorsville, IL",700 N. Webster,,Taylorville,IL,62568,,
